command,dn,member
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=cdi.oracle,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julien.regal,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=adeline.hellier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=francois.rigal,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=approb.extern,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=intpck.testbadge,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=approbation.oracle,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=oracl.externe,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=approboracle.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.oracl,OU=Users_Disabled,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=tartepomme.orac,OU=Users_Disabled,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=oracle.testoracle,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=florian.rigal,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=badge.rigal,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=oracl.weekk,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=healthy.whato,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=chocooooo.testtttttt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=chocolat.oracl,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jal.rigal,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=oracl.appro,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=agnes.munier,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=bb.bb,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alexandre.rigal,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=framboise.friase,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=securite.informatique,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=oracle.choco,OU=Users_Disabled,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S05,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=soleil.mwini,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S05,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=angeline.laurent,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DEP.OEC.UGO.AOE-Externes,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=oracledep.tessssstor,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Dipt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=demandeur.testmail,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Dipt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=dacosta.testjes,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Dipt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=ksiba.taouja,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Dipt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=ef.az,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Dipt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=zz.aa,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Dipt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=a.q,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Dipt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=hr.te,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_IT_IPT,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=vincent.totti,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLGA_S03_MA,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=chef.tata,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DPART.ACTU.PART-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marcel.picard,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DFI.CGGP.FIS-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=veronique.balle,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLKA_S05_AS,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=soleil.mwini,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLKA_S05_AS,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=angeline.laurent,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_Qlik_DSIMMS,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=franck.bide,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_Qlik_DSIMMS,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.qlik,OU=Users_Disabled,DC=ca-pacificadev,DC=fr"
insert,"CN=G_Qlik_DSIMMS,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=mateodret.nguyenboss,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_Qlik_DSIMMS,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=healthy.whato,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_Qlik_DSIMMS,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=millie.bantu,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS03,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=az.az,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS03,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sylvie.auge,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS03,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=cod.far,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS03,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=stephane.couture,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Nomades,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=punch.cacahuete,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Nomades,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=neptune.ulysse,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Nomades,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=punch.coco,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Infocentre_UGP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sveltananina.topinam,OU=Users_Disabled,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Infocentre_UGP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=denis.meyer,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Infocentre_UGP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=dacosta.testmelanie,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DSIN.POLGA.S01-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=emilie.bunel,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DSIN.POLGA.S01-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=adeline.hellier,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_PRESSE,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=salimata.badiane,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_PRESSE,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=zoe.marbot,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_PRESSE,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=loic.chapelon,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_PRESSE,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=lyes.bani,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_PRESSE,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=valerie.veston,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_PRESSE,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=david.anciaes,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=icarerecette,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=demandeur.testmail,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=icarerecette,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=dacosta.testjes,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=icarerecette,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=ksiba.taouja,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=icarerecette,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=ef.az,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=icarerecette,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=zz.aa,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=icarerecette,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=a.q,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=icarerecette,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=hr.te,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=f.d,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=ae.ed,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=formation.testsesame,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=florian.latour,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=pierre.comte,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=ed.ae,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=bbbb.zzzz,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=deux.testsup,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=badge.rigal,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=un.testsup,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=un.testmodif,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=deux.un,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=dtest.testd,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.SPP.QGP-Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=der.ter,OU=Users_Disabled,DC=ca-pacificadev,DC=fr"
insert,"CN=@previseo.incidents,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=chef.tata,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DFI_CGGP,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=bertrand.griffoin,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DFI_CGGP,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=veronique.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DFI_CGGP,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=thierry.degrincourt,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DFI_CGGP,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marie.corrihons,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DFI_CGGP,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=maestro.strom,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DSIN.POLGA.S03.AS-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=momo.sam,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.AOP.IT.SSI-Externes,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=carole.james,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@CIRM.ARCLF-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alain.terieure,OU=S13,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategieeeeeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.newmdp,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategiiieeeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=zoubab.masqueeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.teamsdosipppppp,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.stratetegigigog,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.stratotitutyttt,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.tratetetititutu,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.teamsdosippp,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.stratetetetotog,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.teamsdosipp,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.zou,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.teamssdouze,OU=S12,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategieeeeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.teamdosipppp,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.stratatetyuuuuu,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.stroaaaaaaaaaaa,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategieeeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.toto,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategiiiieeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.stratatataaaaaa,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strattaatatatat,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategiieeeeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strateggieeeeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategieeee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=zoubab.masqueee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategieee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.strategiee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.straaaaaaaaaaaa,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.stratatototoooo,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.teamsdosip,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=zoubab.masquee,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=celine.cygan1,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Fiche_evol_MOE,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.mdpchar,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
